"service_date","day_type","bus","rail_boardings","total_rides"
"01/01/2006","U","287,126","203,291","490,417"
"01/02/2006","U","360,273","215,920","576,193"
"01/03/2006","W","772,171","540,341","1,312,512"
"01/04/2006","W","759,600","543,243","1,302,843"
"01/05/2006","W","766,560","550,285","1,316,845"
"01/06/2006","W","788,239","551,707","1,339,946"
"01/07/2006","A","518,237","280,538","798,775"
"01/08/2006","U","367,927","199,691","567,618"
"01/09/2006","W","917,702","588,402","1,506,104"
"01/10/2006","W","938,390","600,336","1,538,726"
"01/11/2006","W","927,898","602,096","1,529,994"
"01/12/2006","W","955,926","616,251","1,572,177"
"01/13/2006","W","887,164","585,207","1,472,371"
"01/14/2006","A","558,211","309,983","868,194"
"01/15/2006","U","381,225","223,499","604,724"
"01/16/2006","W","605,772","399,562","1,005,334"
"01/17/2006","W","948,555","619,527","1,568,082"
"01/18/2006","W","954,238","621,428","1,575,666"
"01/19/2006","W","983,087","634,043","1,617,130"
"01/20/2006","W","944,694","615,420","1,560,114"
"01/21/2006","A","542,740","308,378","851,118"
"01/22/2006","U","371,481","208,257","579,738"
"01/23/2006","W","976,988","626,292","1,603,280"
"01/24/2006","W","972,893","634,204","1,607,097"
"01/25/2006","W","980,770","634,664","1,615,434"
"01/26/2006","W","988,382","643,068","1,631,450"
"01/27/2006","W","889,516","608,327","1,497,843"
"01/28/2006","A","568,287","314,425","882,712"
"01/29/2006","U","380,026","223,196","603,222"
"01/30/2006","W","966,708","614,814","1,581,522"
"01/31/2006","W","995,530","634,459","1,629,989"
"02/01/2006","W","1,035,412","641,676","1,677,088"
"02/02/2006","W","1,025,866","642,353","1,668,219"
"02/03/2006","W","1,020,411","627,330","1,647,741"
"02/04/2006","A","587,568","317,239","904,807"
"02/05/2006","U","390,808","211,645","602,453"
"02/06/2006","W","986,048","612,106","1,598,154"
"02/07/2006","W","1,008,328","631,742","1,640,070"
"02/08/2006","W","977,974","629,155","1,607,129"
"02/09/2006","W","984,574","635,409","1,619,983"
"02/10/2006","W","1,003,608","623,814","1,627,422"
"02/11/2006","A","601,208","327,796","929,004"
"02/12/2006","U","405,657","221,409","627,066"
"02/13/2006","W","799,595","546,148","1,345,743"
"02/14/2006","W","1,044,587","644,218","1,688,805"
"02/15/2006","W","988,045","626,072","1,614,117"
"02/16/2006","W","930,188","613,347","1,543,535"
"02/17/2006","W","942,685","604,038","1,546,723"
"02/18/2006","A","450,578","265,649","716,227"
"02/19/2006","U","334,766","196,957","531,723"
"02/20/2006","W","681,948","453,199","1,135,147"
"02/21/2006","W","993,188","623,860","1,617,048"
"02/22/2006","W","999,636","629,122","1,628,758"
"02/23/2006","W","991,146","635,013","1,626,159"
"02/24/2006","W","987,623","615,401","1,603,024"
"02/25/2006","A","580,618","314,037","894,655"
"02/26/2006","U","386,242","211,388","597,630"
"02/27/2006","W","959,193","603,047","1,562,240"
"02/28/2006","W","987,195","623,237","1,610,432"
"03/01/2006","W","1,020,267","627,527","1,647,794"
"03/02/2006","W","986,927","620,235","1,607,162"
"03/03/2006","W","1,021,045","620,890","1,641,935"
"03/04/2006","A","609,288","322,365","931,653"
"03/05/2006","U","363,219","208,605","571,824"
"03/06/2006","W","794,246","550,369","1,344,615"
"03/07/2006","W","1,006,095","626,557","1,632,652"
"03/08/2006","W","982,979","623,290","1,606,269"
"03/09/2006","W","979,823","627,081","1,606,904"
"03/10/2006","W","1,015,665","721,158","1,736,823"
"03/11/2006","A","614,019","386,305","1,000,324"
"03/12/2006","U","400,822","233,603","634,425"
"03/13/2006","W","968,366","609,970","1,578,336"
"03/14/2006","W","1,000,900","629,929","1,630,829"
"03/15/2006","W","1,005,800","632,700","1,638,500"
"03/16/2006","W","953,483","630,443","1,583,926"
"03/17/2006","W","989,694","633,801","1,623,495"
"03/18/2006","A","603,484","347,527","951,011"
"03/19/2006","U","413,687","225,740","639,427"
"03/20/2006","W","963,013","587,104","1,550,117"
"03/21/2006","W","943,649","585,590","1,529,239"
"03/22/2006","W","982,523","605,646","1,588,169"
"03/23/2006","W","979,617","609,325","1,588,942"
"03/24/2006","W","978,424","597,943","1,576,367"
"03/25/2006","A","620,929","322,685","943,614"
"03/26/2006","U","433,649","234,862","668,511"
"03/27/2006","W","962,206","601,488","1,563,694"
"03/28/2006","W","981,183","619,650","1,600,833"
"03/29/2006","W","987,756","636,692","1,624,448"
"03/30/2006","W","996,804","600,724","1,597,528"
"03/31/2006","W","1,028,124","641,079","1,669,203"
"04/01/2006","A","620,450","348,344","968,794"
"04/02/2006","U","391,830","254,413","646,243"
"04/03/2006","W","985,177","616,386","1,601,563"
"04/04/2006","W","1,042,810","660,381","1,703,191"
"04/05/2006","W","1,020,222","654,034","1,674,256"
"04/06/2006","W","998,368","635,705","1,634,073"
"04/07/2006","W","880,902","634,777","1,515,679"
"04/08/2006","A","607,382","360,442","967,824"
"04/09/2006","U","426,567","258,613","685,180"
"04/10/2006","W","880,692","601,070","1,481,762"
"04/11/2006","W","885,029","628,374","1,513,403"
"04/12/2006","W","877,362","627,736","1,505,098"
"04/13/2006","W","871,878","634,065","1,505,943"
"04/14/2006","W","804,781","551,524","1,356,305"
"04/15/2006","A","592,251","323,845","916,096"
"04/16/2006","U","324,770","181,980","506,750"
"04/17/2006","W","964,793","623,255","1,588,048"
"04/18/2006","W","1,000,958","646,316","1,647,274"
"04/19/2006","W","984,239","652,275","1,636,514"
"04/20/2006","W","938,226","641,954","1,580,180"
"04/21/2006","W","999,808","659,127","1,658,935"
"04/22/2006","A","607,395","357,315","964,710"
"04/23/2006","U","415,959","248,173","664,132"
"04/24/2006","W","998,455","642,816","1,641,271"
"04/25/2006","W","953,034","636,129","1,589,163"
"04/26/2006","W","952,603","649,967","1,602,570"
"04/27/2006","W","955,057","644,011","1,599,068"
"04/28/2006","W","1,008,989","666,532","1,675,521"
"04/29/2006","A","574,038","343,244","917,282"
"04/30/2006","U","345,287","224,122","569,409"
"05/01/2006","W","997,873","738,966","1,736,839"
"05/02/2006","W","1,045,233","664,946","1,710,179"
"05/03/2006","W","1,060,500","663,686","1,724,186"
"05/04/2006","W","1,047,587","665,514","1,713,101"
"05/05/2006","W","1,023,957","651,798","1,675,755"
"05/06/2006","A","637,405","368,890","1,006,295"
"05/07/2006","U","438,858","258,592","697,450"
"05/08/2006","W","1,010,412","624,197","1,634,609"
"05/09/2006","W","1,004,081","650,430","1,654,511"
"05/10/2006","W","1,007,923","648,361","1,656,284"
"05/11/2006","W","926,462","621,331","1,547,793"
"05/12/2006","W","958,553","639,308","1,597,861"
"05/13/2006","A","587,533","340,904","928,437"
"05/14/2006","U","411,861","249,652","661,513"
"05/15/2006","W","961,857","601,838","1,563,695"
"05/16/2006","W","994,913","648,507","1,643,420"
"05/17/2006","W","964,565","640,270","1,604,835"
"05/18/2006","W","987,234","653,070","1,640,304"
"05/19/2006","W","994,011","651,428","1,645,439"
"05/20/2006","A","619,536","365,397","984,933"
"05/21/2006","U","423,940","258,770","682,710"
"05/22/2006","W","996,607","629,775","1,626,382"
"05/23/2006","W","1,013,298","647,643","1,660,941"
"05/24/2006","W","951,852","631,510","1,583,362"
"05/25/2006","W","978,387","639,540","1,617,927"
"05/26/2006","W","988,688","657,379","1,646,067"
"05/27/2006","A","646,979","358,425","1,005,404"
"05/28/2006","U","461,625","282,850","744,475"
"05/29/2006","U","381,213","245,203","626,416"
"05/30/2006","W","945,888","632,333","1,578,221"
"05/31/2006","W","968,145","646,966","1,615,111"
"06/01/2006","W","1,028,046","638,192","1,666,238"
"06/02/2006","W","1,031,966","647,618","1,679,584"
"06/03/2006","A","668,592","371,768","1,040,360"
"06/04/2006","U","457,674","274,564","732,238"
"06/05/2006","W","1,005,516","625,171","1,630,687"
"06/06/2006","W","1,008,096","653,049","1,661,145"
"06/07/2006","W","1,012,230","666,040","1,678,270"
"06/08/2006","W","1,011,430","675,651","1,687,081"
"06/09/2006","W","988,332","652,258","1,640,590"
"06/10/2006","A","573,542","349,687","923,229"
"06/11/2006","U","424,510","267,884","692,394"
"06/12/2006","W","960,901","623,525","1,584,426"
"06/13/2006","W","961,923","664,539","1,626,462"
"06/14/2006","W","941,928","665,279","1,607,207"
"06/15/2006","W","907,237","659,507","1,566,744"
"06/16/2006","W","966,314","667,762","1,634,076"
"06/17/2006","A","616,266","384,541","1,000,807"
"06/18/2006","U","412,366","259,888","672,254"
"06/19/2006","W","880,777","608,854","1,489,631"
"06/20/2006","W","889,908","636,659","1,526,567"
"06/21/2006","W","859,537","629,433","1,488,970"
"06/22/2006","W","872,019","633,021","1,505,040"
"06/23/2006","W","905,242","639,365","1,544,607"
"06/24/2006","A","607,951","371,810","979,761"
"06/25/2006","U","407,079","302,719","709,798"
"06/26/2006","W","852,939","626,802","1,479,741"
"06/27/2006","W","886,147","642,922","1,529,069"
"06/28/2006","W","886,828","649,479","1,536,307"
"06/29/2006","W","899,339","667,597","1,566,936"
"06/30/2006","W","950,077","716,112","1,666,189"
"07/01/2006","A","631,294","429,319","1,060,613"
"07/02/2006","U","440,041","343,944","783,985"
"07/03/2006","W","802,169","684,040","1,486,209"
"07/04/2006","U","450,356","350,242","800,598"
"07/05/2006","W","901,332","661,426","1,562,758"
"07/06/2006","W","925,381","678,340","1,603,721"
"07/07/2006","W","928,760","702,727","1,631,487"
"07/08/2006","A","625,575","423,300","1,048,875"
"07/09/2006","U","443,095","313,512","756,607"
"07/10/2006","W","900,356","618,702","1,519,058"
"07/11/2006","W","873,419","605,343","1,478,762"
"07/12/2006","W","926,286","615,196","1,541,482"
"07/13/2006","W","922,492","644,488","1,566,980"
"07/14/2006","W","889,540","669,868","1,559,408"
"07/15/2006","A","603,018","412,144","1,015,162"
"07/16/2006","U","418,278","308,173","726,451"
"07/17/2006","W","886,469","626,986","1,513,455"
"07/18/2006","W","927,651","675,064","1,602,715"
"07/19/2006","W","911,699","687,896","1,599,595"
"07/20/2006","W","827,202","644,150","1,471,352"
"07/21/2006","W","931,578","676,491","1,608,069"
"07/22/2006","A","625,346","408,434","1,033,780"
"07/23/2006","U","446,438","284,632","731,070"
"07/24/2006","W","906,725","633,184","1,539,909"
"07/25/2006","W","919,219","650,364","1,569,583"
"07/26/2006","W","897,731","641,296","1,539,027"
"07/27/2006","W","894,993","663,387","1,558,380"
"07/28/2006","W","900,144","673,789","1,573,933"
"07/29/2006","A","593,188","423,092","1,016,280"
"07/30/2006","U","416,361","290,935","707,296"
"07/31/2006","W","831,261","608,739","1,440,000"
"08/01/2006","W","894,297","619,717","1,514,014"
"08/02/2006","W","872,246","628,299","1,500,545"
"08/03/2006","W","911,057","656,020","1,567,077"
"08/04/2006","W","951,984","722,072","1,674,056"
"08/05/2006","A","645,372","472,159","1,117,531"
"08/06/2006","U","451,477","357,797","809,274"
"08/07/2006","W","905,263","633,078","1,538,341"
"08/08/2006","W","916,905","646,778","1,563,683"
"08/09/2006","W","909,623","641,076","1,550,699"
"08/10/2006","W","856,682","614,321","1,471,003"
"08/11/2006","W","909,305","638,056","1,547,361"
"08/12/2006","A","652,458","391,862","1,044,320"
"08/13/2006","U","433,792","268,208","702,000"
"08/14/2006","W","857,738","595,551","1,453,289"
"08/15/2006","W","888,214","618,372","1,506,586"
"08/16/2006","W","878,842","620,892","1,499,734"
"08/17/2006","W","874,196","628,756","1,502,952"
"08/18/2006","W","869,355","638,938","1,508,293"
"08/19/2006","A","612,065","384,987","997,052"
"08/20/2006","U","481,484","321,400","802,884"
"08/21/2006","W","878,842","613,716","1,492,558"
"08/22/2006","W","896,666","628,952","1,525,618"
"08/23/2006","W","891,561","632,682","1,524,243"
"08/24/2006","W","831,663","617,548","1,449,211"
"08/25/2006","W","895,640","645,738","1,541,378"
"08/26/2006","A","592,637","361,355","953,992"
"08/27/2006","U","417,115","276,143","693,258"
"08/28/2006","W","792,601","587,722","1,380,323"
"08/29/2006","W","891,705","638,128","1,529,833"
"08/30/2006","W","913,445","650,359","1,563,804"
"08/31/2006","W","917,102","654,437","1,571,539"
"09/01/2006","W","977,274","663,472","1,640,746"
"09/02/2006","A","668,504","405,986","1,074,490"
"09/03/2006","U","488,706","320,575","809,281"
"09/04/2006","U","404,856","256,882","661,738"
"09/05/2006","W","1,056,228","680,476","1,736,704"
"09/06/2006","W","1,069,326","706,958","1,776,284"
"09/07/2006","W","1,043,601","726,551","1,770,152"
"09/08/2006","W","985,806","708,845","1,694,651"
"09/09/2006","A","609,019","386,190","995,209"
"09/10/2006","U","379,770","245,048","624,818"
"09/11/2006","W","981,275","656,692","1,637,967"
"09/12/2006","W","1,030,796","694,780","1,725,576"
"09/13/2006","W","992,146","694,220","1,686,366"
"09/14/2006","W","1,054,398","719,561","1,773,959"
"09/15/2006","W","1,060,398","729,995","1,790,393"
"09/16/2006","A","651,694","421,692","1,073,386"
"09/17/2006","U","433,989","294,159","728,148"
"09/18/2006","W","1,037,929","688,531","1,726,460"
"09/19/2006","W","1,041,255","690,760","1,732,015"
"09/20/2006","W","1,053,131","700,536","1,753,667"
"09/21/2006","W","1,044,501","696,162","1,740,663"
"09/22/2006","W","993,335","668,669","1,662,004"
"09/23/2006","A","584,517","349,931","934,448"
"09/24/2006","U","420,423","259,500","679,923"
"09/25/2006","W","1,041,474","666,046","1,707,520"
"09/26/2006","W","1,054,882","695,484","1,750,366"
"09/27/2006","W","1,035,426","690,413","1,725,839"
"09/28/2006","W","1,043,356","676,811","1,720,167"
"09/29/2006","W","1,058,057","699,340","1,757,397"
"09/30/2006","A","636,906","394,280","1,031,186"
"10/01/2006","U","462,755","296,236","758,991"
"10/02/2006","W","981,933","635,901","1,617,834"
"10/03/2006","W","1,064,774","681,381","1,746,155"
"10/04/2006","W","1,026,517","675,804","1,702,321"
"10/05/2006","W","1,060,282","698,851","1,759,133"
"10/06/2006","W","1,055,911","691,122","1,747,033"
"10/07/2006","A","641,240","373,957","1,015,197"
"10/08/2006","U","452,460","283,787","736,247"
"10/09/2006","W","806,458","572,361","1,378,819"
"10/10/2006","W","1,055,021","684,475","1,739,496"
"10/11/2006","W","1,022,625","684,138","1,706,763"
"10/12/2006","W","998,899","676,609","1,675,508"
"10/13/2006","W","1,014,747","680,633","1,695,380"
"10/14/2006","A","622,249","386,404","1,008,653"
"10/15/2006","U","420,083","260,059","680,142"
"10/16/2006","W","1,011,001","668,480","1,679,481"
"10/17/2006","W","1,029,815","683,799","1,713,614"
"10/18/2006","W","1,035,671","687,285","1,722,956"
"10/19/2006","W","1,035,827","689,629","1,725,456"
"10/20/2006","W","1,031,742","705,991","1,737,733"
"10/21/2006","A","631,254","403,698","1,034,952"
"10/22/2006","U","389,726","375,938","765,664"
"10/23/2006","W","1,018,534","659,505","1,678,039"
"10/24/2006","W","1,043,962","675,059","1,719,021"
"10/25/2006","W","1,057,646","663,754","1,721,400"
"10/26/2006","W","994,421","659,139","1,653,560"
"10/27/2006","W","1,007,282","663,912","1,671,194"
"10/28/2006","A","622,775","364,159","986,934"
"10/29/2006","U","434,824","265,624","700,448"
"10/30/2006","W","1,033,777","660,257","1,694,034"
"10/31/2006","W","997,495","663,340","1,660,835"
"11/01/2006","W","1,053,237","673,789","1,727,026"
"11/02/2006","W","1,012,046","671,054","1,683,100"
"11/03/2006","W","959,706","654,291","1,613,997"
"11/04/2006","A","609,584","356,326","965,910"
"11/05/2006","U","435,747","266,756","702,503"
"11/06/2006","W","1,026,257","653,935","1,680,192"
"11/07/2006","W","1,033,037","651,606","1,684,643"
"11/08/2006","W","1,046,870","674,951","1,721,821"
"11/09/2006","W","1,001,116","668,263","1,669,379"
"11/10/2006","W","935,843","610,547","1,546,390"
"11/11/2006","A","591,773","376,391","968,164"
"11/12/2006","U","417,471","251,876","669,347"
"11/13/2006","W","1,007,564","643,008","1,650,572"
"11/14/2006","W","1,047,208","669,094","1,716,302"
"11/15/2006","W","1,039,976","661,667","1,701,643"
"11/16/2006","W","998,140","658,701","1,656,841"
"11/17/2006","W","1,018,763","664,438","1,683,201"
"11/18/2006","A","620,464","403,175","1,023,639"
"11/19/2006","U","417,408","242,830","660,238"
"11/20/2006","W","1,022,880","638,117","1,660,997"
"11/21/2006","W","1,022,970","651,230","1,674,200"
"11/22/2006","W","980,561","616,974","1,597,535"
"11/23/2006","U","318,233","182,131","500,364"
"11/24/2006","W","628,700","393,228","1,021,928"
"11/25/2006","A","549,875","317,650","867,525"
"11/26/2006","U","400,592","234,961","635,553"
"11/27/2006","W","1,012,191","628,799","1,640,990"
"11/28/2006","W","1,030,255","648,239","1,678,494"
"11/29/2006","W","976,231","634,505","1,610,736"
"11/30/2006","W","985,569","649,626","1,635,195"
"12/01/2006","W","912,314","629,776","1,542,090"
"12/02/2006","A","595,637","338,009","933,646"
"12/03/2006","U","375,419","224,761","600,180"
"12/04/2006","W","962,864","605,349","1,568,213"
"12/05/2006","W","992,857","620,241","1,613,098"
"12/06/2006","W","1,015,490","629,687","1,645,177"
"12/07/2006","W","921,792","603,900","1,525,692"
"12/08/2006","W","952,445","626,294","1,578,739"
"12/09/2006","A","590,225","344,215","934,440"
"12/10/2006","U","406,068","237,226","643,294"
"12/11/2006","W","995,926","609,360","1,605,286"
"12/12/2006","W","991,473","612,992","1,604,465"
"12/13/2006","W","1,020,619","640,224","1,660,843"
"12/14/2006","W","1,007,667","626,704","1,634,371"
"12/15/2006","W","1,002,739","632,077","1,634,816"
"12/16/2006","A","632,218","356,756","988,974"
"12/17/2006","U","432,910","251,802","684,712"
"12/18/2006","W","990,534","591,895","1,582,429"
"12/19/2006","W","1,019,785","596,338","1,616,123"
"12/20/2006","W","975,226","586,048","1,561,274"
"12/21/2006","W","924,778","564,199","1,488,977"
"12/22/2006","W","906,201","529,373","1,435,574"
"12/23/2006","A","578,507","277,455","855,962"
"12/24/2006","U","391,926","175,847","567,773"
"12/25/2006","U","242,369","112,855","355,224"
"12/26/2006","W","652,808","377,449","1,030,257"
"12/27/2006","W","732,919","460,703","1,193,622"
"12/28/2006","W","758,151","487,441","1,245,592"
"12/29/2006","W","816,636","499,735","1,316,371"
"12/30/2006","A","589,298","310,684","899,982"
"12/31/2006","U","412,048","293,362","705,410"
"01/01/2007","U","326,042","219,953","545,995"
"01/02/2007","W","772,549","452,097","1,224,646"
"01/03/2007","W","871,683","561,287","1,432,970"
"01/04/2007","W","814,984","548,904","1,363,888"
"01/05/2007","W","862,748","569,322","1,432,070"
"01/06/2007","A","580,851","305,019","885,870"
"01/07/2007","U","384,626","208,188","592,814"
"01/08/2007","W","976,783","594,028","1,570,811"
"01/09/2007","W","978,577","598,746","1,577,323"
"01/10/2007","W","968,643","599,118","1,567,761"
"01/11/2007","W","967,218","602,194","1,569,412"
"01/12/2007","W","973,391","603,456","1,576,847"
"01/13/2007","A","562,827","308,047","870,874"
"01/14/2007","U","368,736","217,983","586,719"
"01/15/2007","W","604,564","389,675","994,239"
"01/16/2007","W","978,082","620,145","1,598,227"
"01/17/2007","W","977,527","618,895","1,596,422"
"01/18/2007","W","982,237","620,579","1,602,816"
"01/19/2007","W","978,490","617,473","1,595,963"
"01/20/2007","A","576,490","316,657","893,147"
"01/21/2007","U","364,130","214,796","578,926"
"01/22/2007","W","1,002,003","616,824","1,618,827"
"01/23/2007","W","1,011,645","629,993","1,641,638"
"01/24/2007","W","1,006,911","629,208","1,636,119"
"01/25/2007","W","988,347","630,002","1,618,349"
"01/26/2007","W","901,880","600,561","1,502,441"
"01/27/2007","A","578,477","314,380","892,857"
"01/28/2007","U","345,116","199,255","544,371"
"01/29/2007","W","945,286","594,742","1,540,028"
"01/30/2007","W","952,201","604,145","1,556,346"
"01/31/2007","W","943,384","598,814","1,542,198"
"02/01/2007","W","1,007,882","616,420","1,624,302"
"02/02/2007","W","958,446","584,607","1,543,053"
"02/03/2007","A","454,188","247,767","701,955"
"02/04/2007","U","266,510","162,712","429,222"
"02/05/2007","W","761,572","500,675","1,262,247"
"02/06/2007","W","850,354","564,981","1,415,335"
"02/07/2007","W","933,093","593,113","1,526,206"
"02/08/2007","W","948,308","591,797","1,540,105"
"02/09/2007","W","944,364","582,089","1,526,453"
"02/10/2007","A","546,086","292,046","838,132"
"02/11/2007","U","369,026","201,895","570,921"
"02/12/2007","W","793,846","530,211","1,324,057"
"02/13/2007","W","805,441","607,127","1,412,568"
"02/14/2007","W","884,567","596,676","1,481,243"
"02/15/2007","W","933,588","604,415","1,538,003"
"02/16/2007","W","928,048","589,591","1,517,639"
"02/17/2007","A","562,470","306,944","869,414"
"02/18/2007","U","394,698","226,617","621,315"
"02/19/2007","W","736,322","466,950","1,203,272"
"02/20/2007","W","1,030,943","626,057","1,657,000"
"02/21/2007","W","1,036,604","631,249","1,667,853"
"02/22/2007","W","1,018,598","631,479","1,650,077"
"02/23/2007","W","999,849","617,663","1,617,512"
"02/24/2007","A","544,391","302,947","847,338"
"02/25/2007","U","331,808","195,652","527,460"
"02/26/2007","W","953,661","597,444","1,551,105"
"02/27/2007","W","998,059","610,100","1,608,159"
"02/28/2007","W","997,324","617,882","1,615,206"
"03/01/2007","W","991,173","616,136","1,607,309"
"03/02/2007","W","961,731","596,551","1,558,282"
"03/03/2007","A","582,869","304,060","886,929"
"03/04/2007","U","400,292","214,735","615,027"
"03/05/2007","W","861,145","558,483","1,419,628"
"03/06/2007","W","1,004,928","611,416","1,616,344"
"03/07/2007","W","1,000,287","611,040","1,611,327"
"03/08/2007","W","1,019,684","625,383","1,645,067"
"03/09/2007","W","1,021,269","616,768","1,638,037"
"03/10/2007","A","645,222","343,183","988,405"
"03/11/2007","U","435,861","237,257","673,118"
"03/12/2007","W","1,009,154","613,447","1,622,601"
"03/13/2007","W","1,053,169","648,460","1,701,629"
"03/14/2007","W","1,010,219","631,196","1,641,415"
"03/15/2007","W","1,011,742","635,295","1,647,037"
"03/16/2007","W","1,019,835","638,871","1,658,706"
"03/17/2007","A","622,487","432,315","1,054,802"
"03/18/2007","U","420,366","236,110","656,476"
"03/19/2007","W","1,007,874","607,303","1,615,177"
"03/20/2007","W","1,031,451","620,644","1,652,095"
"03/21/2007","W","970,928","596,843","1,567,771"
"03/22/2007","W","1,025,487","620,409","1,645,896"
"03/23/2007","W","997,803","601,679","1,599,482"
"03/24/2007","A","619,377","326,859","946,236"
"03/25/2007","U","442,112","267,216","709,328"
"03/26/2007","W","1,011,806","604,279","1,616,085"
"03/27/2007","W","1,010,067","606,509","1,616,576"
"03/28/2007","W","981,180","608,639","1,589,819"
"03/29/2007","W","1,014,456","626,073","1,640,529"
"03/30/2007","W","1,037,493","621,496","1,658,989"
"03/31/2007","A","608,037","323,073","931,110"
"04/01/2007","U","425,595","222,200","647,795"
"04/02/2007","W","936,869","574,727","1,511,596"
"04/03/2007","W","932,688","564,461","1,497,149"
"04/04/2007","W","874,823","565,985","1,440,808"
"04/05/2007","W","892,666","577,450","1,470,116"
"04/06/2007","W","822,387","508,529","1,330,916"
"04/07/2007","A","547,926","279,962","827,888"
"04/08/2007","U","374,365","189,557","563,922"
"04/09/2007","W","1,002,171","601,020","1,603,191"
"04/10/2007","W","1,048,978","629,888","1,678,866"
"04/11/2007","W","921,761","585,857","1,507,618"
"04/12/2007","W","1,015,749","617,734","1,633,483"
"04/13/2007","W","946,466","621,763","1,568,229"
"04/14/2007","A","619,468","349,162","968,630"
"04/15/2007","U","447,385","250,988","698,373"
"04/16/2007","W","1,057,373","622,244","1,679,617"
"04/17/2007","W","1,058,244","631,795","1,690,039"
"04/18/2007","W","1,030,970","617,779","1,648,749"
"04/19/2007","W","987,896","617,546","1,605,442"
"04/20/2007","W","1,049,980","647,296","1,697,276"
"04/21/2007","A","672,236","371,504","1,043,740"
"04/22/2007","U","474,187","271,708","745,895"
"04/23/2007","W","1,021,947","617,017","1,638,964"
"04/24/2007","W","1,054,294","631,249","1,685,543"
"04/25/2007","W","927,830","604,311","1,532,141"
"04/26/2007","W","954,930","604,957","1,559,887"
"04/27/2007","W","1,017,433","617,985","1,635,418"
"04/28/2007","A","657,645","320,088","977,733"
"04/29/2007","U","467,869","237,595","705,464"
"04/30/2007","W","1,030,435","599,953","1,630,388"
"05/01/2007","W","1,096,741","680,365","1,777,106"
"05/02/2007","W","1,067,338","617,675","1,685,013"
"05/03/2007","W","1,102,282","631,926","1,734,208"
"05/04/2007","W","1,081,903","642,564","1,724,467"
"05/05/2007","A","664,729","360,852","1,025,581"
"05/06/2007","U","470,694","266,988","737,682"
"05/07/2007","W","1,059,535","610,376","1,669,911"
"05/08/2007","W","1,079,400","648,555","1,727,955"
"05/09/2007","W","1,061,512","645,132","1,706,644"
"05/10/2007","W","1,065,947","654,856","1,720,803"
"05/11/2007","W","1,050,841","668,098","1,718,939"
"05/12/2007","A","660,001","329,029","989,030"
"05/13/2007","U","446,076","224,489","670,565"
"05/14/2007","W","1,017,451","586,905","1,604,356"
"05/15/2007","W","999,166","604,844","1,604,010"
"05/16/2007","W","1,028,004","625,297","1,653,301"
"05/17/2007","W","1,043,033","627,116","1,670,149"
"05/18/2007","W","1,044,582","643,462","1,688,044"
"05/19/2007","A","684,079","343,947","1,028,026"
"05/20/2007","U","422,463","233,007","655,470"
"05/21/2007","W","1,039,954","614,276","1,654,230"
"05/22/2007","W","1,044,661","627,087","1,671,748"
"05/23/2007","W","1,028,065","623,366","1,651,431"
"05/24/2007","W","1,009,067","617,536","1,626,603"
"05/25/2007","W","995,233","611,019","1,606,252"
"05/26/2007","A","556,682","307,727","864,409"
"05/27/2007","U","451,833","270,636","722,469"
"05/28/2007","U","415,256","254,935","670,191"
"05/29/2007","W","1,024,735","622,662","1,647,397"
"05/30/2007","W","1,055,384","637,763","1,693,147"
"05/31/2007","W","997,007","612,977","1,609,984"
"06/01/2007","W","1,079,848","654,251","1,734,099"
"06/02/2007","A","680,844","367,035","1,047,879"
"06/03/2007","U","461,358","263,646","725,004"
"06/04/2007","W","988,557","611,310","1,599,867"
"06/05/2007","W","1,067,413","643,474","1,710,887"
"06/06/2007","W","1,047,624","641,107","1,688,731"
"06/07/2007","W","1,041,490","656,169","1,697,659"
"06/08/2007","W","1,025,937","653,397","1,679,334"
"06/09/2007","A","661,835","402,393","1,064,228"
"06/10/2007","U","466,294","291,979","758,273"
"06/11/2007","W","1,000,007","645,161","1,645,168"
"06/12/2007","W","1,015,390","660,899","1,676,289"
"06/13/2007","W","955,467","654,913","1,610,380"
"06/14/2007","W","944,081","653,008","1,597,089"
"06/15/2007","W","1,018,966","670,995","1,689,961"
"06/16/2007","A","633,038","363,871","996,909"
"06/17/2007","U","464,411","257,682","722,093"
"06/18/2007","W","898,272","590,320","1,488,592"
"06/19/2007","W","954,392","618,913","1,573,305"
"06/20/2007","W","952,574","625,805","1,578,379"
"06/21/2007","W","941,671","626,907","1,568,578"
"06/22/2007","W","915,690","623,048","1,538,738"
"06/23/2007","A","576,598","336,644","913,242"
"06/24/2007","U","451,145","346,881","798,026"
"06/25/2007","W","922,491","619,299","1,541,790"
"06/26/2007","W","887,917","623,390","1,511,307"
"06/27/2007","W","905,210","627,568","1,532,778"
"06/28/2007","W","927,302","620,611","1,547,913"
"06/29/2007","W","968,906","708,650","1,677,556"
"06/30/2007","A","680,629","447,188","1,127,817"
"07/01/2007","U","495,101","354,648","849,749"
"07/02/2007","W","955,129","644,079","1,599,208"
"07/03/2007","W","1,048,504","848,262","1,896,766"
"07/04/2007","U","486,961","349,716","836,677"
"07/05/2007","W","933,153","655,871","1,589,024"
"07/06/2007","W","956,208","696,508","1,652,716"
"07/07/2007","A","640,418","398,525","1,038,943"
"07/08/2007","U","443,791","287,948","731,739"
"07/09/2007","W","896,820","587,889","1,484,709"
"07/10/2007","W","939,774","610,001","1,549,775"
"07/11/2007","W","973,860","629,790","1,603,650"
"07/12/2007","W","962,640","631,002","1,593,642"
